Sort	Tangraph	Unicode	LFW2008	LFW1997	Simple	Complex	Class	Rhyme	Tone	Subrhyme	Initial	Medial	Vowel	Cycle	Nasal/w	Prime	Grade	Variant	Notes
66	𗀉	U+17009	L0066	L0066	ke	2ke2	V	35	2	31	k		e				II		
67	𗀑	U+17011	L0067	L0067	le	2le4	IX	37	2	33	l		e				IV		Grade IV l-!
68	𗀒	U+17012	L0068	L0068	shon	2shon2	VII	57	2	48	sh		o		n		II		
69	𗀖	U+17016	L0069	L0069	lo	2loq1	IX	73	2	62	l		o	q			I		
70	𗀘	U+17018	L0070	L0070	thwy	1thwy4	III	31	1	30	th	w	y				IV		
71	𗴲	U+17D32	L0071	L0071	jwe	2jwe3	VII	36	2	32	j	w	e				III		
72	𗵀	U+17D40	L0072	L0072	von	1von1	II	56	1	54	v		o		n		I		
73	𗵯	U+17D6F	L0073	L0073	chy	1chyq3	VII	72	1	69	ch		y	q			III		
74	𗸕	U+17E15	L0074	L0074	khwy	1khwy1	V	28	1	27	kh	w	y				I		
75	𗙬	U+1766C	L0075	L0075	shon	1shon'2	VII	59	1	57	sh		o		n	'	II		
76	𗄁	U+17101	L0076	L0076	thwo	1thwo1	III	51	1	49	th	w	o				I	L0786	
77	𗀩	U+17029	L0077	L0077	de	2de'4	III	40	2	35	d		e			'	IV		
78	𗵰	U+17D70	L0078	L0078	ti	1tiq4	III	70	1	67	t		i	q			IV		
79	𗄜	U+1711C	L0079	L0079	ve	1ve3	II	36	1	35	v		e				III	L0676	
80	𗀋	U+1700B	L0080	L0080	pho	2pho2	I	52	2	43	ph		o				II		
81	𗄐	U+17110	L0081	L0081	chi	2chi3	VII	10	2	9	ch		i				III		
82	𗀙	U+17019	L0082	L0082	phy	1phy'1	I	32	1	31	ph		y			'	I		
83	𗵃	U+17D43	L0083	L0083	vi	1vi1	II	8	1	8	v		i				I		
84	𗀠	U+17020	L0084	L0084	phy	1phy'1	I	32	1	31	ph		y			'	I		
85	𗀪	U+1702A	L0085	L0085	li	2li1	IX	8	2	7	l		i				I		
86	𗄔	U+17114	L0086	L0086	shwon	1shwon3	VII	58	1	56	sh	w	o		n		III		
87	𗀈	U+17008	L0087	L0087	tson	1tson1	VI	56	1	54	ts		o		n		I		
88	𗀥	U+17025	L0088	L0088	tew	1tew1	III	44	1	43	t		e		w		I		
89	𗀔	U+17014	L0089	L0089	chha	1chha'3	VII	21	1	21	chh		a			'	III		
90	𗀝	U+1701D	L0090	L0090	vor	1vor1	II	95	1	89	v		o	r			I		
91	𗀮	U+1702E	L0091	L0091	thew	2thew1	III	44	2	38	th		e		w		I		
92	𗴺	U+17D3A	L0092	L0092	ma	1ma4	I	20	1	20	m		a				IV		
93	𗵦	U+17D66	L0093	L0093	to	1toq4	III	75	1	72	t		o	q			IV		
94	𗄒	U+17112	L0094	L0094	shwo	1shwo3	VII	50	1	48	sh	w	o				III		
95	𗀡	U+17021	L0095	L0095	chha	1chha'3	VII	21	1	21	chh		a			'	III		
96	𘒡	U+184A1	L0096	L0096	me	2me4	I	37	2	33	m		e				IV		
97	𗀧	U+17027	L0097	L0097	de	2de'4	III	40	2	35	d		e			'	IV		
98	𗵗	U+17D57	L0098	L0098	ror	2ror4	IX	96	2	81	r		o	r			IV		
99	𗀯	U+1702F	L0099	L0099	thwy	1thwy4	III	31	1	30	th	w	y				IV		
100	𘈩	U+18229	L0100	L0100	lew	1lew1	IX	44	1	43	l		e		w		I		
101	𗀂	U+17002	L0101	L0101	chha	1chha'3	VII	21	1	21	chh		a			'	III		
102	𘈚	U+1821A	L0102	L0102	gy	2gy4	V	31	2	28	g		y				IV		
103	𗵄	U+17D44	L0103	L0103	lu	2luq3	IX	62	2	52	l		u	q			III		
104	𗀊	U+1700A	L0104	L0104	chha	1chha'3	VII	21	1	21	chh		a			'	III		
105	𗴿	U+17D3F	L0105	L0105	ku	1kuq4	V	62	1	59	k		u	q			IV		
106	𗵞	U+17D5E	L0106	L0106	shon	1shon'2	VII	59	1	57	sh		o		n	'	II		
107	𗵨	U+17D68	L0107	L0107	shy	1shy2	VII	29	1	28	sh		y				II		
108	𗄓	U+17113	L0108	L0108	gy	2gyq4	V	72	2	61	g		y	q			IV		
109	𗵫	U+17D6B	L0109	L0109	ge	1geq4	V	64	1	61	g		e	q			IV		
110	𗴻	U+17D3B	L0110	L0110	me	1me1	I	34	1	33	m		e				I		
111	𗵂	U+17D42	L0111	L0111	ly	1ly3	IX	30	1	29	l		y				III		
112	𗍧	U+17367	L0112	L0112	li	2liq1	IX	68	2	58	l		i	q			I		
113	𗵆	U+17D46	L0113	L0113	shen	1shen3	VII	43	1	42	sh		e		n		III		
114	𗵪	U+17D6A	L0114	L0114	jwe	2jwe3	VII	36	2	32	j	w	e				III		
115	𗵝	U+17D5D	L0115	L0115	lon	2lon1	IX	56	2	47	l		o		n		I		
116	𗀌	U+1700C	L0116	L0116	chha	1chha3	VII	19	1	19	chh		a				III		
117	𗀬	U+1702C	L0117	L0117	thew	2thew1	III	44	2	38	th		e		w		I		
118	𘟃	U+187C3	L0118	L0118	no	2no1	III	51	2	42	n		o				I		
119	𗵍	U+17D4D	L0119	L0119	lu	2luq3	IX	62	2	52	l		u	q			III		
120	𗵩	U+17D69	L0120	L0120	lon	2lon1	IX	56	2	47	l		o		n		I		
121	𗵮	U+17D6E	L0121	L0121	di	1diq1	III	68	1	65	d		i	q			I		
122	𘈌	U+1820C	L0122	L0122	vo	1vo'3	II	55	1	53	v		o			'	III		
123	𗄖	U+17116	L0123	L0123	ji	0ji?	VII	?	0	?	j		i				?		
124	𗴵	U+17D35	L0124	L0124	lu	2luq3	IX	62	2	52	l		u	q			III		
125	𗵊	U+17D4A	L0125	L0125	mu	2mu'4	I	7	2	6	m		u			'	IV		
126	𗵬	U+17D6C	L0126	L0126	ve	2ve1	II	34	2	30	v		e				I		
127	𗴹	U+17D39	L0127	L0127	no	2no1	III	51	2	42	n		o				I		
128	𗵎	U+17D4E	L0128	L0128	shen	1shen3	VII	43	1	42	sh		e		n		III		
129	𗵙	U+17D59	L0129	L0129	bo	1bo'2	I	55	1	53	b		o			'	II		
130	𗵥	U+17D65	L0130	L0130	thu	2thu1	III	1	2	1	th		u				I		
131	𗵖	U+17D56	L0131	L0131	tswin	1tswin4	VI	16	1	16	ts	w	i		n		IV		
132	𗄕	U+17115	L0132	L0132	she	1she3	VII	36	1	35	sh		e				III		
133	𗵜	U+17D5C	L0133	L0133	lwyr	2lwyr1	IX	90	2	76	l	w	y	r			I		
134	𗵢	U+17D62	L0134	L0134	u	2u3	VIII	2	2	2	Ø		u				III		Grade III Ø-!
135	𗵭	U+17D6D	L0135	L0135	ko	1koq4	V	75	1	72	k		o	q			IV		
136	𗵧	U+17D67	L0136	L0136	de	2de'4	III	40	2	35	d		e			'	IV		
137	𗵛	U+17D5B	L0137	L0137	lu	2luq3	IX	62	2	52	l		u	q			III		
138	𗵠	U+17D60	L0138	L0138	chho	2chho3	VII	53	2	44	chh		o				III		
139	𗵐	U+17D50	L0139	L0139	ne	2ne1	III	34	2	30	n		e				I		
140	𗴴	U+17D34	L0140	L0140	rer	2rer1	IX	77	2	66	r		e	r			I		
141	𘈊	U+1820A	L0141	L0141	vi	1vi'3	II	14	1	14	v		i			'	III		
142	𗄎	U+1710E	L0142	L0142	li	2liq3	IX	70	2	60	l		i	q			III		
143	𗀐	U+17010	L0143	L0143	je	1je3	VII	36	1	35	j		e				III		
144	𗵟	U+17D5F	L0144	L0144	tshwan	1tshwan4	VI	27	1	26	tsh	w	a		n		IV		
145	𗀗	U+17017	L0145	L0145	tsew	2tsew'1	VI	48	2	41	ts		e		w	'	I		
146	𗵡	U+17D61	L0146	L0146	che	2che2	VII	35	2	31	ch		e				II		
147	𗀓	U+17013	L0147	L0147	she	2she3	VII	36	2	32	sh		e				III		
148	𗀞	U+1701E	L0148	L0148	to	1toq1	III	73	1	70	t		o	q			I		
149	𗵌	U+17D4C	L0149	L0149	wer	2wer1	VIII	77	2	66	Ø	w	e	r			I		
150	𘔧	U+18527	L0150	L0150	gu	1guq4	V	62	1	59	g		u	q			IV		
151	𘞐	U+18790	L0151	L0151	shu	1shu'3	VII	7	1	7	sh		u			'	III		
152	𗵒	U+17D52	L0152	L0152	ki	1kiq2	V	69	1	66	k		i	q			II		
153	𗵁	U+17D41	L0153	L0153	khu	1khu1	V	1	1	1	kh		u				I		
154	𗵑	U+17D51	L0154	L0154	o	1o1	VIII	51	1	49	Ø		o				I		
155	𗶮	U+17DAE	L0155	L0155	ga	1ga'4	V	24	1	23	g		a			'	IV		
156	𘝹	U+18779	L0156	L0156	vir	2vir3	II	84	2	72	v		i	r			III		
157	𗷠	U+17DE0	L0157	L0157	chwe	1chwe2	VII	35	1	34	ch	w	e				II		
158	𗘠	U+17620	L0158	L0158	rer	2rer4	IX	79	2	68	r		e	r			IV		
159	𘄜	U+1811C	L0159	L0159	no	2no1	III	51	2	42	n		o				I		
160	𘈙	U+18219	L0160	L0160	de	1de4	III	37	1	36	d		e				IV		
161	𗙥	U+17665	L0161	L0161	de	1deq4	III	64	1	61	d		e	q			IV		
162	𗘹	U+17639	L0162	L0162	khan	1khan4	V	27	1	26	kh		a		n		IV		
163	𘃺	U+180FA	L0163	L0163	my	2my'4	I	33	2	29	m		y			'	IV		
164	𗙗	U+17657	L0164	L0164	da	2daq1	III	66	2	56	d		a	q			I		
165	𗙕	U+17655	L0165	L0165	ha	1ha1	VIII	17	1	?	h		a				I		Arakawa (1997: 98): rhyme 1.18?
166	𘄇	U+18107	L0166	L0166	mi	1miq4	I	70	1	67	m		i	q			IV		
167	𗟵	U+177F5	L0167	L0167	a	2a1	VIII	17	2	14	Ø		a				I		
168	𗟷	U+177F7	L0168	L0168	py	1py4	I	31	1	30	p		y				IV		
169	𘘄	U+18604	L0169	L0169	shwi	1shwi3	VII	10	1	10	sh	w	i				III		
170	𘜓	U+18713	L0170	L0170	chhi	2chhi3	VII	10	2	9	chh		i				III		
171	𘘛	U+1861B	L0171	L0171	kew	1kew1	V	44	1	43	k		e		w		I		
172	𘚄	U+18684	L0172	L0172	ky	1ky4	V	31	1	30	k		y				IV		
173	𗗛	U+175DB	L0173	L0173	lha	2lha'2	IX	23	2	20	lh		a			'	II		
174	𗰙	U+17C19	L0174	L0174	khwi	2khwiq4	V	70	2	60	kh	w	i	q			IV		
175	𗰟	U+17C1F	L0175	L0175	wi	2wi4	VIII	11	2	10	Ø	w	i				IV		
176	𗰞	U+17C1E	L0176	L0176	na	1na'3	III	21	1	21	n		a			'	III		
177	𗙴	U+17674	L0177	L0177	rar	1rar1	IX	85	1	80	r		a	r			I		
178	𗙘	U+17658	L0178	L0178	ghi	2ghiq2	VIII	69	2	59	gh		i	q			II		
179	𗹉	U+17E49	L0179	L0179	gon	2gon3	V	58	2	49	g		o		n		III		
180	𗟼	U+177FC	L0180	L0180	di	1di4	III	11	1	11	d		i				IV		
181	𗃒	U+170D2	L0181	L0181	ly	1ly1	IX	28	1	27	l		y				I		
182	𗙈	U+17648	L0182	L0182	va	1vaq3	II	67	1	64	v		a	q			III		
183	𘄆	U+18106	L0183	L0183	pho	1pho4	I	53	1	51	ph		o				IV		
184	𗸢	U+17E22	L0184	L0184	twa	1twa1	III	17	1	17	t	w	a				I		
185	𗸴	U+17E34	L0185	L0185	nwy	2nwy4	III	31	2	28	n	w	y				IV		
186	𘇗	U+181D7	L0186	L0186	lu	2lu1	IX	1	2	1	l		u				I		
187	𘒺	U+184BA	L0187	L0187	nar	2nar1	III	85	2	73	n		a	r			I		
188	𘒾	U+184BE	L0188	L0188	shwy	1shwy'3	VII	33	1	32	sh	w	y			'	III		
189	𘆯	U+181AF	L0189	L0189	dzi	2dziq4	VI	70	2	60	dz		i	q			IV		
190	𗷦	U+17DE6	L0190	L0190	by	1by4	I	31	1	30	b		y				IV		
191	𘆰	U+181B0	L0191	L0191	kwe	2kwe4	V	37	2	33	k	w	e				IV		
192	𘇉	U+181C9	L0192	L0192	li	2liq3	IX	70	2	60	l		i	q			III		
193	𘈢	U+18222	L0193	L0193	len	1lenq3	IX	65	1	62	l		e	q	n		III		
194	𘆮	U+181AE	L0194	L0194	chi	2chiq3	VII	70	2	60	ch		i	q			III		
195	𗶛	U+17D9B	L0195	L0195	swy	2swy4	VI	31	2	28	s	w	y				IV		
196	𘒧	U+184A7	L0196	L0196	dwu	1dwu4	III	3	1	3	d	w	u				IV		
197	𘔦	U+18526	L0197	L0197	rir	2rir1	IX	82	2	71	r		i	r			I		
198	𗸼	U+17E3C	L0198	L0198	lhi	2lhiq4	IX	70	2	60	lh		i	q			IV		
199	𗹄	U+17E44	L0199	L0199	sy	2sy4	VI	31	2	28	s		y				IV		
200	𘚕	U+18695	L0200	L0200	lon	2lon1	IX	56	2	47	l		o		n		I		
201	𗘺	U+1763A	L0201	L0201	me	1me4	I	37	1	36	m		e				IV		
202	𗘸	U+17638	L0202	L0202	khan	1khan4	V	27	1	26	kh		a		n		IV	L0162	
203	𗙞	U+1765E	L0203	L0203	khwy	0khwy2	V	29	0	?	kh	w	y				II		
204	𗹃	U+17E43	L0204	L0204	swo	2swo4	VI	53	2	44	s	w	o				IV		
205	𗙊	U+1764A	L0205	L0205	jan	1jan2	VII	26	1	25	j		a		n		II		
206	𗠁	U+17801	L0206	L0206	bu	2bu'1	I	5	2	5	b		u			'	I		
207	𗗕	U+175D5	L0207	L0207	len	2lenq3	IX	65	2	55	l		e	q	n		III		
208	𗸻	U+17E3B	L0208	L0208	byr	1byr1	I	90	1	84	b		y	r			I		
209	𗙓	U+17653	L0209	L0209	lwin	1lwin3	IX	16	1	16	l	w	i		n		III		
210	𘟁	U+187C1	L0210	L0210	bi	1biq1	I	68	1	65	b		i	q			I		
211	𗹊	U+17E4A	L0211	L0211	ku	1ku'4	V	7	1	7	k		u			'	IV		
212	𘆤	U+181A4	L0212	L0212	shon	1shon'2	VII	59	1	57	sh		o		n	'	II		
213	𗶚	U+17D9A	L0213	L0213	ne	1ne4	III	37	1	36	n		e				IV		
214	𘔫	U+1852B	L0214	L0214	lu	2luq1	IX	61	2	51	l		u	q			I		
215	𘈣	U+18223	L0215	L0215	khi	1khi4	V	11	1	11	kh		i				IV	L0042	
216	𘆞	U+1819E	L0216	L0216	khi	2khi2	V	9	2	8	kh		i				II		
217	𗷞	U+17DDE	L0217	L0217	li	2li3	IX	10	2	9	l		i				III		
218	𗗔	U+175D4	L0218	L0218	e	1e'4	VIII	40	1	39	Ø		e			'	IV		
219	𗍹	U+17379	L0219	L0219	tsewr	2tsewr1	VI	93	2	78	ts		e	r	w		I		
220	𗹀	U+17E40	L0220	L0220	chen	1chen2	VII	42	1	41	ch		e		n		II		
221	𘄅	U+18105	L0221	L0221	lhi	2lhi4	IX	11	2	10	lh		i				IV		
222	𗘷	U+17637	L0222	L0222	horn	1horn1	VIII	97	1	91	h		o	r	n		I		
223	𗙌	U+1764C	L0223	L0223	ky	1ky2	V	29	1	28	k		y				II		
224	𗙭	U+1766D	L0224	L0224	rar	1rar1	IX	85	1	80	r		a	r			I		
225	𘄋	U+1810B	L0225	L0225	ghy	1ghy3	VIII	30	1	29	gh		y				III		Grade III gh-!
226	𗟳	U+177F3	L0226	L0226	ngwu	1ngwu1	V	1	1	1	ng	w	u				I		
227	𗟽	U+177FD	L0227	L0227	mor	2mor4	I	96	2	81	m		o	r			IV		
228	𘘅	U+18605	L0228	L0228	ke	1ke'2	V	39	1	38	k		e			'	II		
229	𗗓	U+175D3	L0229	L0229	ngon	2ngon2	V	57	2	48	ng		o		n		II		
230	𘓰	U+184F0	L0230	L0230	ghyr	1ghyr4	VIII	92	1	86	gh		y	r			IV		
231	𘓸	U+184F8	L0231	L0231	ghyr	1ghyr4	VIII	92	1	86	gh		y	r			IV		
232	𘈤	U+18224	L0232	L0232	har	1har1	VIII	85	1	80	h		a	r			I		
233	𘆟	U+1819F	L0233	L0233	zewr	2zewr1	IX	93	2	78	z		e	r	w		I		
234	𘆿	U+181BF	L0234	L0234	she	1sheq2	VII	63	1	60	sh		e	q			II		
235	𘜖	U+18716	L0235	L0235	du	2du'1	III	5	2	5	d		u			'	I		
236	𗸿	U+17E3F	L0236	L0236	u	1uq1	VIII	61	1	58	Ø		u	q			I		
237	𘚣	U+186A3	L0237	L0237	ge	2ge4	V	37	2	33	g		e				IV		
238	𘇁	U+181C1	L0238	L0238	she	1sheq2	VII	63	1	60	sh		e	q			II		
239	𘃾	U+180FE	L0239	L0239	lhy	1lhy4	IX	31	1	30	lh		y				IV		
240	𘑾	U+1847E	L0240	L0240	du	1duq4	III	62	1	59	d		u	q			IV		
241	𘒀	U+18480	L0241	L0241	du	1duq4	III	62	1	59	d		u	q			IV		
242	𘑿	U+1847F	L0242	L0242	lon	2lon3	IX	58	2	49	l		o		n		III		
243	𗡸	U+17878	L0243	L0243	si	2si4	VI	11	2	10	s		i				IV		
244	𗳛	U+17CDB	L0244	L0244	ka	1ka1	V	17	1	17	k		a				I		
245	𗳡	U+17CE1	L0245	L0245	shwi	2shwi3	VII	10	2	9	sh	w	i				III		
246	𘑝	U+1845D	L0246	L0246	me	2me4	I	37	2	33	m		e				IV		
247	𘑳	U+18473	L0247	L0247	lhorn	2lhorn1	IX	97	2	82	lh		o	r	n		I		
248	𘗲	U+185F2	L0248	L0248	no	2no1	III	51	2	42	n		o				I		
249	𘜂	U+18702	L0249	L0249	dzen	1dzen1	VI	41	1	40	dz		e		n		I		
250	𘔏	U+1850F	L0250	L0250	bi	1biq1	I	68	1	65	b		i	q			I		
251	𘘫	U+1862B	L0251	L0251	bi	2bi4	I	11	2	10	b		i				IV		
252	𘘲	U+18632	L0252	L0252	so	1so4	VI	53	1	51	s		o				IV		
253	𘜩	U+18729	L0253	L0253	tho	2tho'1	III	54	2	45	th		o			'	I		
254	𘜽	U+1873D	L0254	L0254	khu	1khu1	V	1	1	1	kh		u				I		
255	𘗫	U+185EB	L0255	L0255	la	1laq1	IX	66	1	63	l		a	q			I		
256	𗸠	U+17E20	L0256	L0256	hwa	1hwa2	VIII	18	1	18	h	w	a				II		
257	𗘍	U+1760D	L0257	L0257	ngwyr	1ngwyr1	V	90	1	84	ng	w	y	r			I		
258	𘃰	U+180F0	L0258	L0258	dzwew	1dzwew1	VI	44	1	43	dz	w	e		w		I		
259	𘅴	U+18174	L0259	L0259	lwa	1lwa4	IX	20	1	20	l	w	a				IV		Grade IV l-!
260	𘔐	U+18510	L0260	L0260	nga	1nga1	V	17	1	17	ng		a				I		
261	𘘮	U+1862E	L0261	L0261	mo	2mo4	I	53	2	44	m		o				IV		
262	𘞉	U+18789	L0262	L0262	le	1le1	IX	34	1	33	l		e				I		
263	𘚈	U+18688	L0263	L0263	tu	2tuq4	III	62	2	52	t		u	q			IV		
264	𘜾	U+1873E	L0264	L0264	ke	1ke2	V	35	1	34	k		e				II		
265	𘚚	U+1869A	L0265	L0265	py	1pyq1	I	71	1	68	p		y	q			I		
266	𗍕	U+17355	L0266	L0266	kyr	1kyr'4	V	100	1	92	k		y	r		'	IV		
267	𗘏	U+1760F	L0267	L0267	shwen	1shwen3	VII	43	1	42	sh	w	e		n		III		
268	𘘻	U+1863B	L0268	L0268	yr	2yr4	VIII	92	2	77	Ø		y	r			IV		
269	𗍋	U+1734B	L0269	L0269	khy	1khy'4	V	33	1	32	kh		y			'	IV		
270	𗍅	U+17345	L0270	L0270	kyr	1kyr'4	V	100	1	92	k		y	r		'	IV		
271	𗡠	U+17860	L0271	L0271	bi	2bi'4	I	14	2	12	b		i			'	IV		
272	𗡳	U+17873	L0272	L0272	le	2le1	IX	34	2	30	l		e				I		
273	𘅊	U+1814A	L0273	L0273	le	1le1	IX	34	1	33	l		e				I		
274	𘅩	U+18169	L0274	L0274	che	1cheq3	VII	64	1	61	ch		e	q			III		
275	𗳣	U+17CE3	L0275	L0275	mer	2mer4	I	79	2	68	m		e	r			IV		
276	𗸱	U+17E31	L0276	L0276	no	2no1	III	51	2	42	n		o				I		
277	𘑽	U+1847D	L0277	L0277	zi	2zi4	IX	11	2	10	z		i				IV		
278	𘘺	U+1863A	L0278	L0278	ky	1ky4	V	31	1	30	k		y				IV		
279	𗙵	U+17675	L0279	L0279	cha	1cha'3	VII	21	1	21	ch		a			'	III		
280	𗍌	U+1734C	L0280	L0280	jwe	1jwe3	VII	36	1	35	j	w	e				III		
281	𗍍	U+1734D	L0281	L0281	tsir	1tsir1	VI	82	1	77	ts		i	r			I		
282	𗉲	U+17272	L0282	L0282	chhew	1chhew3	VII	46	1	45	chh		e		w		III		
283	𗙾	U+1767E	L0283	L0283	kwen	2kwen2	V	42	2	36	k	w	e		n		II		
284	𘈝	U+1821D	L0284	L0284	shwo	1shwo3	VII	50	1	48	sh	w	o				III		
285	𗘁	U+17601	L0285	L0285	rir	1rir1	IX	82	1	77	r		i	r			I		
286	𗘃	U+17603	L0286	L0286	na	1na1	III	17	1	17	n		a				I		
287	𘅨	U+18168	L0287	L0287	nga	1nga1	V	17	1	17	ng		a				I		
288	𘙛	U+1865B	L0288	L0288	dzew	2dzew4	VI	46	2	40	dz		e		w		IV		
289	𗍁	U+17341	L0289	L0289	vi	2vi1	II	8	2	7	v		i				I		
290	𗍊	U+1734A	L0290	L0290	su	2su4	VI	3	2	3	s		u				IV		
291	𗍖	U+17356	L0291	L0291	kyr	1kyr'4	V	100	1	92	k		y	r		'	IV		
292	𗘕	U+17615	L0292	L0292	ngwyr	1ngwyr1	V	90	1	84	ng	w	y	r			I		
293	𗡣	U+17863	L0293	L0293	dzi	2dzi1	VI	8	2	7	dz		i				I		
294	𗗾	U+175FE	L0294	L0294	va	1va1	II	17	1	17	v		a				I		
295	𘅏	U+1814F	L0295	L0295	tsur	1tsur1	VI	80	1	75	ts		u	r			I		
296	𘙔	U+18654	L0296	L0296	tew	1tew1	III	44	1	43	t		e		w		I		
297	𘙦	U+18666	L0297	L0297	se	2se4	VI	37	2	33	s		e				IV		
298	𘔜	U+1851C	L0298	L0298	chhin	1chhin3	VII	16	1	16	chh		i		n		III		
299	𘑺	U+1847A	L0299	L0299	di	2diq4	III	70	2	60	d		i	q			IV		
300	𘈀	U+18200	L0300	L0300	var	1var3	II	87	1	82	v		a	r			III		
301	𘝆	U+18746	L0301	L0301	la	1laq1	IX	66	1	63	l		a	q			I		
302	𗡯	U+1786F	L0302	L0302	ji	0ji?	VII	?	0	?	j		i				?		
303	𗳢	U+17CE2	L0303	L0303	je	0je?	VII	?	0	?	j		e				?		
304	𘘯	U+1862F	L0304	L0304	gha	1gha1	VIII	17	1	17	gh		a				I		
305	𘅝	U+1815D	L0305	L0305	lwu	2lwu4	IX	3	2	3	l	w	u				IV		Grade IV l-!
306	𗟫	U+177EB	L0306	L0306	nir	2nir4	III	84	2	72	n		i	r			IV		
307	𘗿	U+185FF	L0307	L0307	lhe	2lhe4	IX	37	2	33	lh		e				IV		
308	𘚟	U+1869F	L0308	L0308	lhi	2lhi4	IX	11	2	10	lh		i				IV		
309	𗍡	U+17361	L0309	L0309	su	2su4	VI	3	2	3	s		u				IV		
310	𘓩	U+184E9	L0310	L0310	mu	2mu2	I	4	2	4	m		u				II		
311	𗗴	U+175F4	L0311	L0311	tshwy	1tshwy4	VI	31	1	30	tsh	w	y				IV		
312	𘄺	U+1813A	L0312	L0312	ba	1baq4	I	67	1	64	b		a	q			IV		
313	𗍓	U+17353	L0313	L0313	rewr	2rewr1	IX	93	2	78	r		e	r	w		I		
314	𘘰	U+18630	L0314	L0314	ke	2ke2	V	35	2	31	k		e				II		
315	𘑹	U+18479	L0315	L0315	zi	2zi4	IX	11	2	10	z		i				IV		
316	𗸘	U+17E18	L0316	L0316	ha	1ha2	VIII	18	1	18	h		a				II		
317	𗸞	U+17E1E	L0317	L0317	ne	2neq2	III	63	2	53	n		e	q			II		
318	𗘊	U+1760A	L0318	L0318	tshwu	2tshwu4	VI	3	2	3	tsh	w	u				IV		
319	𗘗	U+17617	L0319	L0319	tshwu	1tshwu4	VI	3	1	3	tsh	w	u				IV		
320	𗡡	U+17861	L0320	L0320	vy	1vy'1	II	32	1	31	v		y			'	I		
321	𗵼	U+17D7C	L0321	L0321	ghy	1ghy2	VIII	29	1	28	gh		y				II		
322	𘘦	U+18626	L0322	L0322	chhwo	1chhwo3	VII	50	1	48	chh	w	o				III		
323	𘘱	U+18631	L0323	L0323	shar	1shar3	VII	87	1	82	sh		a	r			III		
324	𘚇	U+18687	L0324	L0324	vo	1voq3	II	75	1	72	v		o	q			III		
325	𗍔	U+17354	L0325	L0325	kir	2kir4	V	84	2	72	k		i	r			IV	L1141	
326	𗍐	U+17350	L0326	L0326	khin	1khin4	V	16	1	16	kh		i		n		IV		
327	𗉶	U+17276	L0327	L0327	my	2my1	I	28	2	25	m		y				I		
328	𗎛	U+1739B	L0328	L0328	ku	2ku2	V	4	2	4	k		u				II		
329	𗙸	U+17678	L0329	L0329	rir	2rir4	IX	84	2	72	r		i	r			IV		
330	𘈞	U+1821E	L0330	L0330	me	1me'4	I	40	1	39	m		e			'	IV		
331	𘄛	U+1811B	L0331	L0331	lwa	1lwaq1	IX	66	1	63	l	w	a	q			I		
332	𗘎	U+1760E	L0332	L0332	ngwyr	1ngwyr1	V	90	1	84	ng	w	y	r			I		
333	𘅋	U+1814B	L0333	L0333	ngwir	2ngwir1	V	82	2	71	ng	w	i	r			I		
334	𘞷	U+187B7	L0334	L0334	khe	1khe4	V	37	1	36	kh		e				IV		
335	𗎙	U+17399	L0335	L0335	pha	1pha4	I	20	1	20	ph		a				IV		
336	𗰵	U+17C35	L0336	L0336	gu	1gu1	V	1	1	1	g		u				I		
337	𘞺	U+187BA	L0337	L0337	dy	2dy4	III	31	2	28	d		y				IV		
338	𗌼	U+1733C	L0338	L0338	ly	1ly3	IX	30	1	29	l		y				III		
339	𘘔	U+18614	L0339	L0339	ja	1ja'3	VII	21	1	21	j		a			'	III		
340	𗡬	U+1786C	L0340	L0340	len	1len3	IX	43	1	42	l		e		n		III		
341	𘙚	U+1865A	L0341	L0341	zwew	1zwew1	IX	44	1	43	z	w	e		w		I		
342	𘅯	U+1816F	L0342	L0342	dzy	1dzy4	VI	31	1	30	dz		y				IV		
343	𘅻	U+1817B	L0343	L0343	ghan	1ghan2	VIII	26	1	25	gh		a		n		II		
344	𘄣	U+18123	L0344	L0344	khu	1khu1	V	1	1	1	kh		u				I		
345	𘅵	U+18175	L0345	L0345	lwa	1lwa4	IX	20	1	20	l	w	a				IV		Grade IV l-!
346	𗵻	U+17D7B	L0346	L0346	sha	2sha3	VII	19	2	16	sh		a				III		
347	𗡭	U+1786D	L0347	L0347	khy	1khy1	V	28	1	27	kh		y				I		
348	𗶓	U+17D93	L0348	L0348	bi	2bi'1	I	12	2	11	b		i			'	I		
349	𘄲	U+18132	L0349	L0349	ly	2ly'3	IX	33	2	29	l		y			'	III		
350	𘅐	U+18150	L0350	L0350	phu	2phu1	I	1	2	1	ph		u				I		
351	𘔥	U+18525	L0351	L0351	ku	1kuq4	V	62	1	59	k		u	q			IV		
352	𘇺	U+181FA	L0352	L0352	jo	2jo2	VII	52	2	43	j		o				II		
353	𘘬	U+1862C	L0353	L0353	jy	1jy4	VII	31	1	30	j		y				IV		Grade IV j-!
354	𘙎	U+1864E	L0354	L0354	lhi	2lhi4	IX	11	2	10	lh		i				IV		
355	𘇻	U+181FB	L0355	L0355	mu	1mu4	I	3	1	3	m		u				IV		
356	𘘐	U+18610	L0356	L0356	she	1she3	VII	36	1	35	sh		e				III		
357	𗡰	U+17870	L0357	L0357	la	1la'4	IX	24	1	23	l		a			'	IV		Grade IV l-!
358	𗍆	U+17346	L0358	L0358	kyr	1kyr'4	V	100	1	92	k		y	r		'	IV		
